acqUNIXTime	acqDateTimestamp	VGHB_41738(mbar)	VGHB_41740(mbar)	VGI_2(°C)	VGHB_41779(°C)	VAC.VGI_3(°C)	VGI_1(°C)	VGHB_41752(°C)	
1439376360.926	20150812_124600		1.400000E-8	1.000000E+4	6.099987E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376361.127	20150812_124601		1.400000E-8	1.000000E+4	6.099987E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376361.326	20150812_124601		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376361.525	20150812_124601		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376361.724	20150812_124601		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376362.002	20150812_124602		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376362.203	20150812_124602		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376362.403	20150812_124602		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376362.603	20150812_124602		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376362.803	20150812_124602		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376363.028	20150812_124603		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376363.228	20150812_124603		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376363.427	20150812_124603		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376363.626	20150812_124603		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376363.826	20150812_124603		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376364.026	20150812_124604		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376364.226	20150812_124604		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376364.428	20150812_124604		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376364.625	20150812_124604		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376364.827	20150812_124604		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376365.029	20150812_124605		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376365.229	20150812_124605		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376365.428	20150812_124605		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376365.629	20150812_124605		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376365.828	20150812_124605		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376366.030	20150812_124606		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376366.230	20150812_124606		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376366.431	20150812_124606		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376366.628	20150812_124606		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376366.829	20150812_124606		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376367.031	20150812_124607		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376367.231	20150812_124607		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376367.430	20150812_124607		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376367.631	20150812_124607		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376367.832	20150812_124607		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376368.032	20150812_124608		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376368.231	20150812_124608		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376368.433	20150812_124608		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376368.634	20150812_124608		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376368.833	20150812_124608		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376369.034	20150812_124609		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376369.231	20150812_124609		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376369.435	20150812_124609		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376369.636	20150812_124609		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376369.834	20150812_124609		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376370.036	20150812_124610		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376370.235	20150812_124610		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376370.433	20150812_124610		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376370.635	20150812_124610		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376370.833	20150812_124610		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376371.035	20150812_124611		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376371.234	20150812_124611		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376371.434	20150812_124611		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376371.635	20150812_124611		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376371.837	20150812_124611		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376372.114	20150812_124612		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376372.314	20150812_124612		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376372.515	20150812_124612		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376372.714	20150812_124612		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376372.915	20150812_124612		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376373.140	20150812_124613		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376373.339	20150812_124613		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376373.540	20150812_124613		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376373.739	20150812_124613		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376373.939	20150812_124613		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376374.140	20150812_124614		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376374.341	20150812_124614		1.400000E-8	1.000000E+4	6.099987E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376374.538	20150812_124614		1.400000E-8	1.000000E+4	6.099987E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376374.738	20150812_124614		1.400000E-8	1.000000E+4	6.099987E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376374.938	20150812_124614		1.400000E-8	1.000000E+4	6.099987E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376375.139	20150812_124615		1.400000E-8	1.000000E+4	6.099987E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376375.341	20150812_124615		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376375.540	20150812_124615		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376375.742	20150812_124615		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376375.940	20150812_124615		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376376.141	20150812_124616		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376376.341	20150812_124616		1.400000E-8	1.000000E+4	5.999988E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376376.542	20150812_124616		1.400000E-8	1.000000E+4	5.999988E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376376.741	20150812_124616		1.400000E-8	1.000000E+4	5.999988E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376376.944	20150812_124616		1.400000E-8	1.000000E+4	5.999988E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376377.144	20150812_124617		1.400000E-8	1.000000E+4	5.999988E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376377.340	20150812_124617		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376377.542	20150812_124617		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376377.741	20150812_124617		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376377.941	20150812_124617		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376378.143	20150812_124618		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376378.341	20150812_124618		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376378.541	20150812_124618		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376378.742	20150812_124618		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376378.943	20150812_124618		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376379.143	20150812_124619		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376379.344	20150812_124619		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376379.546	20150812_124619		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376379.747	20150812_124619		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376379.944	20150812_124619		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376380.145	20150812_124620		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376380.345	20150812_124620		1.400000E-8	1.000000E+4	5.999988E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376380.544	20150812_124620		1.400000E-8	1.000000E+4	5.999988E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376380.745	20150812_124620		1.400000E-8	1.000000E+4	5.999988E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376380.944	20150812_124620		1.400000E-8	1.000000E+4	5.999988E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376381.146	20150812_124621		1.400000E-8	1.000000E+4	5.999988E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376381.345	20150812_124621		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376381.545	20150812_124621		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376381.747	20150812_124621		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376381.947	20150812_124621		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376382.223	20150812_124622		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376382.423	20150812_124622		1.400000E-8	1.000000E+4	5.999988E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376382.623	20150812_124622		1.400000E-8	1.000000E+4	5.999988E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376382.825	20150812_124622		1.400000E-8	1.000000E+4	5.999988E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376383.026	20150812_124623		1.400000E-8	1.000000E+4	5.999988E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376383.247	20150812_124623		1.400000E-8	1.000000E+4	5.999988E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376383.449	20150812_124623		1.400000E-8	1.000000E+4	6.099987E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376383.648	20150812_124623		1.400000E-8	1.000000E+4	6.099987E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376383.848	20150812_124623		1.400000E-8	1.000000E+4	6.099987E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376384.053	20150812_124624		1.400000E-8	1.000000E+4	6.099987E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376384.251	20150812_124624		1.400000E-8	1.000000E+4	6.099987E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376384.448	20150812_124624		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376384.648	20150812_124624		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376384.851	20150812_124624		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376385.052	20150812_124625		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376385.251	20150812_124625		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376385.451	20150812_124625		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376385.650	20150812_124625		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376385.848	20150812_124625		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376386.050	20150812_124626		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376386.251	20150812_124626		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
